n_experiment,pattern,length,n_rows,n_cols,rank,condnumber,sparsity,isdiag,issymmetric,ishermitian,isposdef,istriu,istril,algorithm,cast_time,calc_time,error
1,heat,65536,256,256,250,2.629576174144978e71,0.498046875,0.0,0.0,0.0,0.0,0.0,1.0,umfpack,0.0001025,0.000253,NaN
1,heat,65536,256,256,250,2.629576174144978e71,0.498046875,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,0.000505209,NaN
1,hilb,256,16,16,12,6.019326309924319e17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dgetrf,0.0,4.375e-6,1.0268382172180136e-17
1,hilb,256,16,16,12,6.019326309924319e17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,umfpack,4.625e-6,9.8375e-5,7.180972053497683e-18
1,hilb,256,16,16,12,6.019326309924319e17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,klu,0.0,3.4917e-5,7.51516179078137e-18
1,hilb,65536,256,256,20,4.1624737280483774e20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dgetrf,0.0,0.037932209,4.308019791395569e-18
1,hilb,65536,256,256,20,4.1624737280483774e20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,umfpack,0.000105625,0.001780625,4.1679353172327485e-18
1,hilb,65536,256,256,20,4.1624737280483774e20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,klu,0.0,0.003504042,3.5670169203159726e-18
1,invol,256,16,16,10,3.0033650504172237e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,5.75e-6,9.275876780050168e-19
1,invol,256,16,16,10,3.0033650504172237e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,3.542e-6,6.0458e-5,2.7753924171187524e-18
1,invol,256,16,16,10,3.0033650504172237e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,2.475e-5,2.8974350015459678e-18
1,invol,65536,256,256,6,2.890614392091776e59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,0.000400083,3.4512611370917855e-19
1,invol,65536,256,256,6,2.890614392091776e59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,4.6041e-5,0.002304625,2.302076235913805e-19
1,invol,65536,256,256,6,2.890614392091776e59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,0.005612458,3.23471753899693e-19
1,kahan,256,16,16,16,419.7869817397411,0.46875,0.0,0.0,0.0,0.0,1.0,0.0,dgetrf,0.0,6.917e-6,2.04987275455093e-17
1,kahan,256,16,16,16,419.7869817397411,0.46875,0.0,0.0,0.0,0.0,1.0,0.0,umfpack,2.209e-6,2.1042e-5,6.895217205823886e-17
1,kahan,256,16,16,16,419.7869817397411,0.46875,0.0,0.0,0.0,0.0,1.0,0.0,klu,0.0,1.3083e-5,1.4034664293637473e-17
1,kahan,65536,256,256,255,1.0522906218544412e26,0.498046875,0.0,0.0,0.0,0.0,1.0,0.0,dgetrf,0.0,0.000350292,3.596926108266799e-18
1,kahan,65536,256,256,255,1.0522906218544412e26,0.498046875,0.0,0.0,0.0,0.0,1.0,0.0,umfpack,8.3666e-5,0.000258833,6.558984134175849e-17
1,kahan,65536,256,256,255,1.0522906218544412e26,0.498046875,0.0,0.0,0.0,0.0,1.0,0.0,klu,0.0,0.000194708,3.3133636704249755e-18
1,kms,256,16,16,16,8.462012849559207,0.0,0.0,1.0,1.0,1.0,0.0,0.0,dgetrf,0.0,5.292e-6,2.2929501823060394e-17
1,kms,256,16,16,16,8.462012849559207,0.0,0.0,1.0,1.0,1.0,0.0,0.0,umfpack,3.583e-6,4.6333e-5,4.881442950096141e-17
1,kms,256,16,16,16,8.462012849559207,0.0,0.0,1.0,1.0,1.0,0.0,0.0,klu,0.0,1.8208e-5,3.8417246776573437e-17
1,kms,65536,256,256,256,8.99705215026586,0.0,0.0,1.0,1.0,1.0,0.0,0.0,dgetrf,0.0,0.000401291,2.1529839499932604e-17
1,kms,65536,256,256,256,8.99705215026586,0.0,0.0,1.0,1.0,1.0,0.0,0.0,umfpack,4.7916e-5,0.001754292,2.4928894572619346e-17
1,kms,65536,256,256,256,8.99705215026586,0.0,0.0,1.0,1.0,1.0,0.0,0.0,klu,0.0,0.003393042,2.1756229698220838e-17
1,lehmer,256,16,16,16,233.25528511015742,0.0,0.0,1.0,1.0,1.0,0.0,0.0,dgetrf,0.0,5.0e-6,2.0405192504074147e-17
1,lehmer,256,16,16,16,233.25528511015742,0.0,0.0,1.0,1.0,1.0,0.0,0.0,umfpack,3.709e-6,4.5833e-5,4.347032276108457e-17
1,lehmer,256,16,16,16,233.25528511015742,0.0,0.0,1.0,1.0,1.0,0.0,0.0,klu,0.0,2.8333e-5,3.2713333969863155e-17
1,lehmer,65536,256,256,256,69102.73118940718,0.0,0.0,1.0,1.0,1.0,0.0,0.0,dgetrf,0.0,0.000525541,1.0701859122798028e-17
1,lehmer,65536,256,256,256,69102.73118940718,0.0,0.0,1.0,1.0,1.0,0.0,0.0,umfpack,5.0042e-5,0.001759542,7.957696702805313e-18
1,lehmer,65536,256,256,256,69102.73118940718,0.0,0.0,1.0,1.0,1.0,0.0,0.0,klu,0.0,0.003489292,3.2768114064528847e-17
1,lotkin,256,16,16,12,6.191880984524667e17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,4.667e-6,1.2184407604089089e-17
1,lotkin,256,16,16,12,6.191880984524667e17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,3.709e-6,5.6333e-5,8.67282253013713e-18
1,lotkin,256,16,16,12,6.191880984524667e17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,2.0708e-5,1.0292800216481271e-17
1,lotkin,65536,256,256,19,4.892639371087678e20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,0.0003625,1.047692108671576e-17
1,lotkin,65536,256,256,19,4.892639371087678e20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,8.6917e-5,0.001802042,9.556250669928912e-18
1,lotkin,65536,256,256,19,4.892639371087678e20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,0.003819833,5.025443833322193e-18
1,magic,256,16,16,3,1.649301932191887e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,6.792e-6,1.9110727008561142e-17
1,magic,256,16,16,3,1.649301932191887e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,3.417e-6,6.0167e-5,1.332448344550434e-17
1,magic,256,16,16,3,1.649301932191887e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,4.2333e-5,3.283763492082873e-17
1,magic,65536,256,256,3,1.7003277660358371e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,0.0,0.00045025,9.595900803629035e-18
1,magic,65536,256,256,3,1.7003277660358371e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,umfpack,0.000210333,0.001819417,8.828882523487388e-18
1,magic,65536,256,256,3,1.7003277660358371e19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,0.003360959,1.1753775201529109e-17
